"Id","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Cover_Type","Soil","Wilderness"
25,0.324269889224572,0.0611111111111111,0.173076923076923,0.0893521965748325,0.228571428571429,0.106240928882438,0.846456692913386,0.762589928057554,0.574898785425101,0.791362791362791,5,18,1
26,0.316717019133938,0.375,0.115384615384615,0,0.208571428571429,0.124818577648766,0.901574803149606,0.877697841726619,0.57085020242915,0.785642785642786,5,18,1
27,0.315206445115811,0.452777777777778,0.192307692307692,0.0223380491437081,0.202857142857143,0.12322206095791,0.905511811023622,0.920863309352518,0.582995951417004,0.784498784498785,5,18,1
28,0.55337361530715,0.411111111111111,0.307692307692308,0.240506329113924,0.241428571428571,0.858635703918723,0.94488188976378,0.870503597122302,0.481781376518219,0.485485485485485,2,29,1
29,0.477341389728097,0.375,0.0192307692307692,0.157855547282204,0.251428571428571,0.532656023222061,0.866141732283465,0.884892086330935,0.619433198380567,0.806949806949807,2,12,1
30,0.441087613293051,0.325,0.461538461538462,0.0945644080416977,0.284285714285714,0.476197387518142,0.996062992125984,0.683453237410072,0.283400809716599,0.862719862719863,5,30,1
31,0.422960725075529,0.338888888888889,0.576923076923077,0.0498883097542815,0.247142857142857,0.463134978229318,1,0.618705035971223,0.206477732793522,0.875589875589876,5,30,1
32,0.331822759315206,0.291666666666667,0.134615384615385,0.0893521965748325,0.21,0.0863570391872279,0.917322834645669,0.834532374100719,0.522267206477733,0.796367796367796,5,18,1
33,0.33031218529708,0.283333333333333,0.115384615384615,0.0923306031273269,0.214285714285714,0.0894049346879536,0.905511811023622,0.848920863309353,0.550607287449393,0.794937794937795,5,18,1
34,0.328801611278953,0.0638888888888889,0.115384615384615,0.111690245718541,0.214285714285714,0.0955007256894049,0.850393700787402,0.805755395683453,0.591093117408907,0.792363792363792,5,18,1
35,0.328298086606244,0.113888888888889,0.173076923076923,0.120625465376024,0.214285714285714,0.0986937590711176,0.87007874015748,0.755395683453237,0.534412955465587,0.791076791076791,5,18,1
36,0.522155085599194,0.125,0.365384615384615,0.180193596425912,0.237142857142857,0.754571843251089,0.87007874015748,0.575539568345324,0.40080971659919,0.588445588445588,2,29,1
37,0.425981873111782,0.347222222222222,0.538461538461538,0.0498883097542815,0.241428571428571,0.467924528301887,0.996062992125984,0.661870503597122,0.242914979757085,0.871442871442871,5,30,1
38,0.326283987915408,0.255555555555556,0.134615384615385,0.135517498138496,0.234285714285714,0.104789550072569,0.909448818897638,0.820143884892086,0.526315789473684,0.785642785642786,5,18,1
39,0.446122860020141,0.272222222222222,0.576923076923077,0.0923306031273269,0.284285714285714,0.481277213352685,0.992125984251969,0.489208633093525,0.1417004048583,0.858715858715859,5,30,1
40,0.414400805639476,0.983333333333333,0.230769230769231,0,0.208571428571429,0.459651669085631,0.78740157480315,0.748201438848921,0.631578947368421,0.88016588016588,5,30,1
41,0.420946626384693,0.963888888888889,0.0576923076923077,0,0.208571428571429,0.304208998548621,0.838582677165354,0.856115107913669,0.639676113360324,0.97997997997998,1,20,1
42,0.355991943605237,0.961111111111111,0.0384615384615385,0,0.208571428571429,0.0480406386066763,0.846456692913386,0.863309352517986,0.635627530364372,0.821535821535821,2,29,1
43,0.337361530715005,0.197222222222222,0.173076923076923,0.111690245718541,0.204285714285714,0.083744557329463,0.905511811023622,0.776978417266187,0.506072874493927,0.793936793936794,5,18,1
44,0.422960725075529,0.916666666666667,0.519230769230769,0.0223380491437081,0.232857142857143,0.455878084179971,0.574803149606299,0.589928057553957,0.740890688259109,0.884598884598885,5,16,1
45,0.410372608257805,0.355555555555556,0.0961538461538462,0.0707371556217424,0.241428571428571,0.240928882438316,0.901574803149606,0.870503597122302,0.566801619433198,0.936078936078936,2,12,1
46,0.335347432024169,0.188888888888889,0.153846153846154,0.156366344005957,0.201428571428571,0.0966618287373004,0.897637795275591,0.79136690647482,0.522267206477733,0.784212784212784,5,18,1
47,0.332829808660624,0.261111111111111,0.134615384615385,0.157855547282204,0.202857142857143,0.0992743105950653,0.913385826771654,0.820143884892086,0.522267206477733,0.782782782782783,5,18,1
48,0.338872104733132,0.275,0.115384615384615,0.174236783320923,0.208571428571429,0.0956458635703919,0.905511811023622,0.841726618705036,0.546558704453441,0.782925782925783,5,18,1
49,0.319738167170191,0.183333333333333,0.115384615384615,0.0707371556217424,0.218571428571429,0.130624092888244,0.893700787401575,0.805755395683453,0.54251012145749,0.766051766051766,5,18,1
50,0.315206445115811,0.277777777777778,0.134615384615385,0.0632911392405063,0.227142857142857,0.117561683599419,0.913385826771654,0.834532374100719,0.526315789473684,0.762762762762763,5,18,1
51,0.427995971802618,0.325,0.576923076923077,0.0446760982874162,0.232857142857143,0.478519593613933,1,0.597122302158273,0.190283400809717,0.863577863577864,5,30,1
52,0.441087613293051,0.897222222222222,0.480769230769231,0.0632911392405063,0.27,0.452539912917271,0.586614173228346,0.647482014388489,0.773279352226721,0.889317889317889,1,29,1
53,0.419436052366566,0.2,0.0384615384615385,0.0223380491437081,0.208571428571429,0.474746008708273,0.874015748031496,0.856115107913669,0.59919028340081,0.868153868153868,1,30,1
54,0.325780463242699,0.219444444444444,0.269230769230769,0.142963514519732,0.235714285714286,0.129317851959361,0.933070866141732,0.719424460431655,0.425101214574899,0.761475761475761,5,18,1
55,0.321752265861027,0.225,0.134615384615385,0.130305286671631,0.224285714285714,0.132365747460087,0.905511811023622,0.805755395683453,0.518218623481781,0.76018876018876,5,18,1
56,0.432527693856999,0.875,0.461538461538462,0.0223380491437081,0.235714285714286,0.466763425253991,0.582677165354331,0.697841726618705,0.805668016194332,0.876876876876877,1,16,1
57,0.320745216515609,0.205555555555556,0.211538461538462,0.141474311243485,0.221428571428571,0.134978229317852,0.917322834645669,0.748201438848921,0.465587044534413,0.754897754897755,5,18,1
58,0.313695871097684,0.188888888888889,0.0961538461538462,0.134028294862249,0.202857142857143,0.126269956458636,0.885826771653543,0.827338129496403,0.558704453441296,0.752466752466752,5,18,1
59,0.315206445115811,0.0305555555555556,0.0769230769230769,0.130305286671631,0.227142857142857,0.121915820029028,0.850393700787402,0.841726618705036,0.615384615384615,0.751322751322751,5,18,1
60,0.315206445115811,0.116666666666667,0.115384615384615,0.120625465376024,0.227142857142857,0.117561683599419,0.87007874015748,0.805755395683453,0.566801619433198,0.75032175032175,5,18,1
61,0.31570996978852,0.208333333333333,0.0961538461538462,0.0997766195085629,0.232857142857143,0.117561683599419,0.893700787401575,0.827338129496403,0.550607287449393,0.746174746174746,5,18,1
62,0.54833836858006,0.297222222222222,0.211538461538462,0.0312732688011914,0.218571428571429,0.84833091436865,0.940944881889764,0.798561151079137,0.465587044534413,0.501787501787502,2,29,1
63,0.423967774420947,0.25,0.153846153846154,0.0997766195085629,0.24,0.293613933236575,0.913385826771654,0.81294964028777,0.518218623481781,0.945945945945946,2,12,1
64,0.324269889224572,0.111111111111111,0.134615384615385,0.113924050632911,0.222857142857143,0.134978229317852,0.87007874015748,0.784172661870504,0.554655870445344,0.746603746603747,5,18,1
65,0.320745216515609,0.136111111111111,0.269230769230769,0.111690245718541,0.247142857142857,0.126269956458636,0.885826771653543,0.683453237410072,0.465587044534413,0.744315744315744,5,18,1
66,0.317220543806647,0.175,0.192307692307692,0.0945644080416977,0.237142857142857,0.121915820029028,0.901574803149606,0.762589928057554,0.497975708502024,0.743171743171743,5,18,1
67,0.32527693856999,0.163888888888889,0.134615384615385,0.0997766195085629,0.222857142857143,0.130624092888244,0.889763779527559,0.798561151079137,0.538461538461538,0.741312741312741,5,18,1
68,0.531722054380665,0.0361111111111111,0.25,0.0670141474311244,0.217142857142857,0.772278664731495,0.81496062992126,0.712230215827338,0.57085020242915,0.580580580580581,1,29,1
69,0.44159113796576,0.15,0.115384615384615,0.162323157110946,0.268571428571429,0.331930333817126,0.881889763779528,0.805755395683453,0.554655870445344,0.956098956098956,2,12,1
70,0.391238670694864,0.222222222222222,0.153846153846154,0.134028294862249,0.205714285714286,0.158490566037736,0.909448818897638,0.79136690647482,0.510121457489879,0.838838838838839,2,29,1
71,0.493454179254783,0.461111111111111,0.230769230769231,0.180193596425912,0.284285714285714,0.643541364296081,0.905511811023622,0.928057553956835,0.578947368421053,0.708708708708709,2,30,1
72,0.576535750251762,0.125,0.269230769230769,0.206254653760238,0.222857142857143,0.924673439767779,0.877952755905512,0.669064748201439,0.465587044534413,0.434148434148434,2,29,1
73,0.518630412890232,0.316666666666667,0.307692307692308,0.0804169769173492,0.251428571428571,0.735268505079826,0.964566929133858,0.776978417266187,0.408906882591093,0.620620620620621,2,29,1
74,0.496978851963746,0.0166666666666667,0.173076923076923,0,0.208571428571429,0.705079825834543,0.826771653543307,0.776978417266187,0.607287449392713,0.65036465036465,2,16,1
75,0.385196374622357,0.0833333333333333,0.192307692307692,0.178704393149665,0.235714285714286,0.13933236574746,0.854330708661417,0.741007194244604,0.546558704453441,0.807235807235807,2,29,1
76,0.504028197381672,0.327777777777778,0.346153846153846,0.149664929262844,0.314285714285714,0.662844702467344,0.976377952755906,0.762589928057554,0.37246963562753,0.693407693407693,2,30,1
77,0.48539778449144,0.444444444444444,0.538461538461538,0.0997766195085629,0.301428571428571,0.57300435413643,0.925196850393701,0.848920863309353,0.433198380566802,0.782782782782783,2,30,1
78,0.335347432024169,0.905555555555556,0.0961538461538462,0.0223380491437081,0.228571428571429,0.154136429608128,0.81496062992126,0.856115107913669,0.668016194331984,0.721721721721722,2,16,1
79,0.47583081570997,0.275,0.134615384615385,0.284437825763217,0.344285714285714,0.450943396226415,0.917322834645669,0.827338129496403,0.522267206477733,0.906763906763907,1,12,1
80,0.491943605236657,0.425,0.5,0.0997766195085629,0.268571428571429,0.669521044992743,0.948818897637795,0.834532374100719,0.408906882591093,0.691119691119691,2,30,1
81,0.469284994964753,0.219444444444444,0.192307692307692,0.395383469843634,0.345714285714286,0.432510885341074,0.917322834645669,0.776978417266187,0.48582995951417,0.929071929071929,1,20,1
82,0.444612286002014,0.397222222222222,0.307692307692308,0.0498883097542815,0.24,0.354136429608128,0.948818897637795,0.863309352517986,0.477732793522267,0.943371943371943,2,12,1
83,0.495468277945619,0.977777777777778,0.5,0.111690245718541,0.325714285714286,0.536574746008708,0.653543307086614,0.517985611510791,0.611336032388664,0.828828828828829,1,29,1
84,0.491943605236657,0.0388888888888889,0.269230769230769,0.160833953834698,0.334285714285714,0.515529753265602,0.811023622047244,0.683453237410072,0.562753036437247,0.84999284999285,1,12,1
85,0.339375629405841,0.116666666666667,0.134615384615385,0.156366344005957,0.232857142857143,0.164296081277213,0.874015748031496,0.784172661870504,0.550607287449393,0.703417703417703,2,18,1
86,0.502014098690836,0.994444444444444,0.326923076923077,0.130305286671631,0.348571428571429,0.537735849056604,0.751968503937008,0.654676258992806,0.607287449392713,0.829400829400829,1,29,1
87,0.480866062437059,0.922222222222222,0.5,0.0223380491437081,0.232857142857143,0.65689404934688,0.594488188976378,0.589928057553957,0.728744939271255,0.711854711854712,2,29,1
88,0.472306143001007,0.05,0.134615384615385,0.416976917349218,0.291428571428571,0.447605224963716,0.846456692913386,0.798561151079137,0.595141700404858,0.923351923351923,2,12,1
89,0.467270896273917,0.175,0.192307692307692,0.311243484735666,0.277142857142857,0.42699564586357,0.901574803149606,0.762589928057554,0.497975708502024,0.944658944658945,2,12,1
90,0.444108761329305,0.85,0.211538461538462,0.0498883097542815,0.242857142857143,0.350653120464441,0.748031496062992,0.856115107913669,0.740890688259109,0.919204919204919,2,29,1
91,0.327794561933535,0.283333333333333,0.115384615384615,0.20253164556962,0.201428571428571,0.157039187227866,0.905511811023622,0.848920863309353,0.550607287449393,0.687973687973688,2,18,1
92,0.465760322255791,0.0361111111111111,0.307692307692308,0.0223380491437081,0.22,0.598838896952104,0.799212598425197,0.654676258992806,0.550607287449393,0.771628771628772,2,29,1
93,0.351963746223565,0.983333333333333,0.230769230769231,0.0498883097542815,0.221428571428571,0.153410740203193,0.78740157480315,0.741007194244604,0.62753036437247,0.719433719433719,2,30,1
94,0.609264853977845,0.480555555555556,0.230769230769231,0.0804169769173492,0.204285714285714,0.992162554426705,0.893700787401575,0.942446043165468,0.59919028340081,0.391105391105391,2,29,1
95,0.561430010070493,0.197222222222222,0.192307692307692,0.317200297840655,0.33,0.833381712626996,0.909448818897638,0.762589928057554,0.48582995951417,0.542256542256542,2,29,1
96,0.502014098690836,0.0861111111111111,0.192307692307692,0.219657483246463,0.348571428571429,0.528882438316401,0.858267716535433,0.741007194244604,0.54251012145749,0.844272844272844,1,12,1
97,0.606243705941591,0.455555555555556,0.211538461538462,0.0632911392405063,0.218571428571429,0.988534107402032,0.905511811023622,0.920863309352518,0.578947368421053,0.396682396682397,2,29,1
98,0.473816717019134,0.2,0.0961538461538462,0.404318689501117,0.295714285714286,0.452104499274311,0.885826771653543,0.834532374100719,0.566801619433198,0.925353925353925,2,12,1
99,0.351963746223565,0.163888888888889,0.0576923076923077,0,0.208571428571429,0.161973875181422,0.87007874015748,0.848920863309353,0.595141700404858,0.728013728013728,2,16,1
100,0.35448136958711,0.0944444444444444,0.173076923076923,0.141474311243485,0.231428571428571,0.164876632801161,0.862204724409449,0.762589928057554,0.554655870445344,0.704132704132704,2,18,1
101,0.571500503524673,0.125,0.153846153846154,0.261355174981385,0.231428571428571,0.847895500725689,0.877952755905512,0.76978417266187,0.538461538461538,0.532103532103532,2,29,1
102,0.413393756294058,0.233333333333333,0.230769230769231,0.111690245718541,0.211428571428571,0.243396226415094,0.933070866141732,0.755395683453237,0.453441295546559,0.814099814099814,2,29,1
103,0.409365558912387,0.116666666666667,0.211538461538462,0.111690245718541,0.201428571428571,0.237155297532656,0.874015748031496,0.726618705035971,0.51417004048583,0.808665808665809,2,29,1
104,0.503524672708963,0.283333333333333,0.288461538461538,0.141474311243485,0.31,0.637010159651669,0.960629921259842,0.748201438848921,0.40080971659919,0.741312741312741,1,29,1
105,0.358006042296073,0.472222222222222,0.0961538461538462,0.126582278481013,0.241428571428571,0.171262699564586,0.881889763779528,0.913669064748201,0.615384615384615,0.702130702130702,2,18,1
106,0.326283987915408,0.586111111111111,0.115384615384615,0.120625465376024,0.251428571428571,0.15544267053701,0.850393700787402,0.935251798561151,0.668016194331984,0.666380666380666,2,18,1
107,0.606243705941591,0.0888888888888889,0.0769230769230769,0.0223380491437081,0.205714285714286,0.969375907111756,0.862204724409449,0.827338129496403,0.591093117408907,0.421421421421421,2,20,1
108,0.526686807653575,0.158333333333333,0.307692307692308,0.0997766195085629,0.241428571428571,0.798548621190131,0.901574803149606,0.633093525179856,0.408906882591093,0.584012584012584,2,29,1
109,0.503524672708963,0.966666666666667,0.269230769230769,0.230081906180194,0.335714285714286,0.568650217706821,0.759842519685039,0.726618705035971,0.647773279352227,0.814385814385814,1,29,1
110,0.35448136958711,0.925,0.0192307692307692,0,0.208571428571429,0.183744557329463,0.850393700787402,0.877697841726619,0.635627530364372,0.726297726297726,2,16,1
111,0.664149043303122,0.291666666666667,0.211538461538462,0.30379746835443,0.255714285714286,0.870827285921626,0.94488188976378,0.798561151079137,0.461538461538462,0.169312169312169,1,29,1
112,0.480866062437059,0.9,0.230769230769231,0.180193596425912,0.245714285714286,0.603193033381713,0.744094488188976,0.805755395683453,0.712550607287449,0.781781781781782,1,16,1
113,0.447633434038268,0.922222222222222,0.115384615384615,0.254653760238273,0.242857142857143,0.344267053701016,0.81496062992126,0.848920863309353,0.663967611336032,0.876733876733877,2,12,1
114,0.447129909365559,0.244444444444444,0.0961538461538462,0.297840655249442,0.251428571428571,0.337010159651669,0.897637795275591,0.834532374100719,0.550607287449393,0.870584870584871,2,12,1
115,0.355488418932528,0.283333333333333,0.134615384615385,0.169769173492182,0.234285714285714,0.183744557329463,0.913385826771654,0.834532374100719,0.530364372469636,0.692692692692693,2,18,1
116,0.670694864048338,0.308333333333333,0.288461538461538,0.34921816827997,0.274285714285714,0.862264150943396,0.964566929133858,0.76978417266187,0.404858299595142,0.172458172458172,1,29,1
117,0.563444108761329,0.147222222222222,0.269230769230769,0.178704393149665,0.298571428571429,0.835413642960813,0.893700787401575,0.676258992805755,0.449392712550607,0.554840554840555,2,29,1
118,0.496978851963746,0.161111111111111,0.115384615384615,0.219657483246463,0.291428571428571,0.637735849056604,0.885826771653543,0.805755395683453,0.550607287449393,0.749177749177749,1,29,1
119,0.36404833836858,0.211111111111111,0.0769230769230769,0.141474311243485,0.251428571428571,0.187227866473149,0.885826771653543,0.841726618705036,0.574898785425101,0.697125697125697,2,18,1
120,0.49043303121853,0.0472222222222222,0.25,0.245718540580789,0.272857142857143,0.615529753265602,0.818897637795276,0.690647482014389,0.554655870445344,0.776204776204776,1,29,1
121,0.433031218529708,0.275,0.115384615384615,0.224125093075205,0.257142857142857,0.306095791001451,0.905511811023622,0.841726618705036,0.546558704453441,0.828399828399828,2,12,1
122,0.607754279959718,0,0.211538461538462,0.0223380491437081,0.2,1,0.803149606299213,0.755395683453237,0.615384615384615,0.408694408694409,2,29,1
123,0.601208459214502,0.344444444444444,0.230769230769231,0.111690245718541,0.284285714285714,0.94455732946299,0.94488188976378,0.834532374100719,0.473684210526316,0.459173459173459,2,29,1
124,0.480866062437059,0.330555555555556,0.365384615384615,0.0223380491437081,0.222857142857143,0.756603773584906,0.976377952755906,0.755395683453237,0.368421052631579,0.643071643071643,2,29,1
125,0.495468277945619,0.888888888888889,0.634615384615385,0.0632911392405063,0.264285714285714,0.72322206095791,0.47244094488189,0.539568345323741,0.801619433198381,0.675961675961676,2,29,1
126,0.374118831822759,0.311111111111111,0.211538461538462,0.0223380491437081,0.214285714285714,0.229898403483309,0.940944881889764,0.81294964028777,0.477732793522267,0.73015873015873,2,16,1
127,0.518630412890232,0.230555555555556,0.115384615384615,0.410275502606106,0.352857142857143,0.582148040638607,0.901574803149606,0.827338129496403,0.54251012145749,0.822965822965823,2,12,1
128,0.429506545820745,0.00277777777777778,0.192307692307692,0.174236783320923,0.247142857142857,0.304789550072569,0.811023622047244,0.76978417266187,0.615384615384615,0.798083798083798,2,12,1
129,0.3932527693857,0.347222222222222,0.384615384615385,0.0498883097542815,0.244285714285714,0.249492017416546,0.980314960629921,0.762589928057554,0.360323886639676,0.739024739024739,2,29,1
130,0.377643504531722,0.102777777777778,0.0961538461538462,0.160833953834698,0.257142857142857,0.220464441219158,0.866141732283465,0.820143884892086,0.587044534412955,0.688974688974689,2,12,1
131,0.536757301107754,0.988888888888889,0.230769230769231,0,0.208571428571429,0.8355587808418,0.791338582677165,0.748201438848921,0.623481781376518,0.574431574431574,2,24,1
132,0.455186304128902,0.852777777777778,0.230769230769231,0.0223380491437081,0.22,0.405805515239477,0.736220472440945,0.848920863309353,0.748987854251012,0.885456885456886,2,29,1
133,0.56797583081571,0.136111111111111,0.25,0.0632911392405063,0.208571428571429,0.899709724238026,0.885826771653543,0.690647482014389,0.469635627530364,0.516659516659517,1,24,1
134,0.541792547834844,0.155555555555556,0.346153846153846,0.0707371556217424,0.237142857142857,0.807402031930334,0.901574803149606,0.611510791366906,0.392712550607287,0.604032604032604,2,24,1
135,0.339375629405841,0.0194444444444444,0.230769230769231,0,0.208571428571429,0.229753265602322,0.807086614173228,0.726618705035971,0.595141700404858,0.644787644787645,2,16,1
136,0.632426988922457,0.330555555555556,0.134615384615385,0.120625465376024,0.222857142857143,0.966618287373004,0.917322834645669,0.856115107913669,0.534412955465587,0.365508365508366,2,29,1
137,0.543303121852971,0.961111111111111,0.230769230769231,0.0223380491437081,0.212857142857143,0.858925979680697,0.775590551181102,0.762589928057554,0.651821862348178,0.557700557700558,1,24,1
138,0.515105740181269,0.0333333333333333,0.134615384615385,0.424422933730454,0.342857142857143,0.623367198838897,0.838582677165354,0.798561151079137,0.603238866396761,0.789074789074789,1,29,1
139,0.459214501510574,0.955555555555556,0.25,0.0312732688011914,0.218571428571429,0.41422351233672,0.763779527559055,0.748201438848921,0.659919028340081,0.883311883311883,2,29,1
140,0.31570996978852,0.219444444444444,0.173076923076923,0.178704393149665,0.227142857142857,0.127431059506531,0.913385826771654,0.784172661870504,0.497975708502024,0.598312598312598,2,18,1
141,0.625881168177241,0.633333333333333,0.346153846153846,0.489947877885331,0.362857142857143,0.868505079825835,0.751968503937008,1,0.789473684210526,0.236665236665237,1,29,1
142,0.487411883182276,0.788888888888889,0.461538461538462,0.0446760982874162,0.241428571428571,0.755878084179971,0.570866141732283,0.841726618705036,0.894736842105263,0.659373659373659,2,24,1
143,0.49043303121853,0.311111111111111,0.153846153846154,0.20253164556962,0.231428571428571,0.529608127721335,0.925196850393701,0.834532374100719,0.51417004048583,0.88960388960389,2,12,1
144,0.517119838872105,0.830555555555556,0.442307692307692,0.134028294862249,0.321428571428571,0.740783744557329,0.590551181102362,0.784172661870504,0.854251012145749,0.676962676962677,2,24,1
145,0.483887210473313,0.375,0.0961538461538462,0.162323157110946,0.217142857142857,0.520029027576197,0.893700787401575,0.884892086330935,0.578947368421053,0.903188903188903,2,20,1
146,0.435548841893253,0.375,0.0576923076923077,0.180193596425912,0.254285714285714,0.32656023222061,0.881889763779528,0.884892086330935,0.603238866396761,0.788645788645789,2,12,1
147,0.55337361530715,0.244444444444444,0.307692307692308,0.141474311243485,0.241428571428571,0.884615384615385,0.952755905511811,0.697841726618705,0.380566801619433,0.544973544973545,1,24,1
148,0.644008056394763,0.611111111111111,0.211538461538462,0.315711094564408,0.307142857142857,0.902177068214804,0.81496062992126,0.97841726618705,0.720647773279352,0.284427284427284,2,29,1
149,0.495468277945619,0.00555555555555556,0.115384615384615,0.130305286671631,0.222857142857143,0.545283018867925,0.834645669291339,0.820143884892086,0.619433198380567,0.885742885742886,2,20,1
150,0.338872104733132,0.0944444444444444,0.0961538461538462,0.180193596425912,0.231428571428571,0.180261248185776,0.862204724409449,0.81294964028777,0.587044534412955,0.600743600743601,2,18,1
151,0.657099697885196,0.263888888888889,0.115384615384615,0.0223380491437081,0.208571428571429,0.708853410740203,0.901574803149606,0.834532374100719,0.546558704453441,0.177177177177177,1,29,1
152,0.535246727089627,0.802777777777778,0.461538461538462,0.156366344005957,0.35,0.743976777939042,0.570866141732283,0.81294964028777,0.88663967611336,0.688402688402688,1,24,1
153,0.518630412890232,0.0583333333333333,0.115384615384615,0.219657483246463,0.26,0.595936139332366,0.850393700787402,0.805755395683453,0.595141700404858,0.838695838695839,2,12,1
154,0.414904330312185,0.0555555555555556,0.211538461538462,0.111690245718541,0.264285714285714,0.288243831640058,0.834645669291339,0.733812949640288,0.562753036437247,0.705848705848706,2,12,1
155,0.627391742195368,0.586111111111111,0.326923076923077,0.315711094564408,0.287142857142857,0.883744557329463,0.803149606299213,1,0.728744939271255,0.288431288431288,2,29,1
156,0.632426988922457,0.555555555555556,0.384615384615385,0.0446760982874162,0.208571428571429,0.913933236574746,0.818897637795276,0.992805755395683,0.692307692307692,0.33991133991134,2,29,1
157,0.530211480362538,0.969444444444444,0.192307692307692,0.363365599404319,0.26,0.649056603773585,0.795275590551181,0.776978417266187,0.643724696356275,0.786786786786787,1,29,1
158,0.469284994964753,0.05,0.0576923076923077,0.162323157110946,0.232857142857143,0.441509433962264,0.854330708661417,0.848920863309353,0.615384615384615,0.868439868439868,2,12,1
